ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
161,Hotel Internazionale,09.07 per 7 notti all'Hotel Internazionale,7,7,9/7/2023,16/07/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:37,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
162,Hotel Internazionale,23.07 per 7 notti all'Hotel Internazionale,7,7,23/07/2023,30/07/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:37,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
163,Hotel Internazionale,06.08 per 7 notti all'Hotel Internazionale,7,7,6/8/2023,13/08/2023,465,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:37,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
164,Hotel Internazionale,13.08 per 7 notti all'Hotel Internazionale,7,7,13/08/2023,20/08/2023,525,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:38,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
165,Hotel Internazionale,20.08 per 7 notti all'Hotel Internazionale,7,7,20/08/2023,27/08/2023,495,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:39,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
166,Hotel Internazionale,27.08 per 7 notti all'Hotel Internazionale,7,7,27/08/2023,3/9/2023,335,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:39,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
167,Hotel Internazionale,10.09 per 7 notti all'Hotel Internazionale,7,7,10/9/2023,17/09/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:39,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
168,Hotel Internazionale,17.09 per 7 notti all'Hotel Internazionale,7,7,17/09/2023,24/09/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:39,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
169,Hotel Internazionale,08.10 per 7 notti all'Hotel Internazionale,7,7,8/10/2023,15/10/2023,245,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:40,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
170,Hotel Internazionale,22.10 per 7 notti all'Hotel Internazionale,7,7,22/10/2023,29/10/2023,245,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:40,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
171,Fortuna Beach Hotel,Valida dal 16 Maggio al 26 Maggio da 2 a 7 notti al Fortuna Beach Hotel,2,7,16/05/2023,26/05/2023,50,,#NAME?,Costo giornaliero,non incluse,45,27/05/2023 11:32,Alexander Cannava,,"Per i bambini da 0 a 5 anni e 11 mesi, è prevista la gratuità senza costi aggiuntivi. Per i bambini dai 6 ai 13 anni che occupano il terzo o il quarto letto, sarà applicato uno sconto del 50%. Infine, per i ragazzi dai 13 anni in su che occupano il terzo o il quarto letto, sarà applicato uno sconto del 20%.",Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c," Tariffe giornaliere:  Camera con balcone: €5,00 a persona Camera Vista Mare: €15,00 a persona Camera doppia uso singola: €20,00 Culla (su richiesta durante la prenotazione): €10,00 al giorno, da pagare in loco Light Lunch: €18,00 a persona, disponibile su richiesta e prenotazione in loco Animali di piccola taglia ammessi (con divieto di accesso alle aree comuni): €10,00 al giorno, da pagare in loco.",
172,Fortuna Beach Hotel,26.05 da 3 a 7 notti al Fortuna Beach Hotel,3,7,26/05/2023,2/6/2023,54,,#NAME?,Costo giornaliero,non incluse,73,15/05/2023 14:38,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",MAGGIO ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
173,Fortuna Beach Hotel,16.06 da 3 a 7 notti al Fortuna Beach Hotel,3,7,16/06/2023,1/7/2023,60,,#NAME?,Costo giornaliero,non incluse,55,15/05/2023 14:40,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",GIUGNO ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
174,Fortuna Beach Hotel,01.07 per a 7 notti al Fortuna Beach Hotel,7,7,1/7/2023,5/8/2023,490,,#NAME?,Totale offerta,non incluse,455,15/05/2023 14:41,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",ESTATE ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
175,Fortuna Beach Hotel,05.08 per a 7 notti al Fortuna Beach Hotel,7,7,5/8/2023,12/8/2023,610,,#NAME?,Totale offerta,non incluse,575,15/05/2023 14:42,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",AGOSTO ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
176,Fortuna Beach Hotel,12.08 per a 7 notti al Fortuna Beach Hotel,7,7,12/8/2023,19/08/2023,700,,#NAME?,Totale offerta,non incluse,665,15/05/2023 14:43,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco | Gran Galà di Ferragosto Euro 60,00 per persona obbligatorio dai 6 anni da regolare in loco",FERRAGOSTO ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
177,Fortuna Beach Hotel,19.08 per a 7 notti al Fortuna Beach Hotel,7,7,19/08/2023,27/08/2023,700,,#NAME?,Totale offerta,non incluse,665,15/05/2023 14:43,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",AGOSTO ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
178,Fortuna Beach Hotel,03.09 per a 7 notti al Fortuna Beach Hotel,7,7,3/9/2023,10/9/2023,490,,#NAME?,Totale offerta,non incluse,455,15/05/2023 14:44,Alexander Cannava,,Infant 0/2 anni: Gratuito nel letto matrimoniale con i genitori | 3°/4° letto 2/6 anni: Gratis | 3°/4° letto 6/13 anni: sconto del 50% | 3°/4° letto dai 13 anni: sconto del 20%,Yes,Sistemazione in camera doppia economy con aria condizionata,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto*omaggi per soggiorni minimo 7 notti per i primi due paganti per c,"Camera con balcone Euro 5,00 per persona al giorno | Camera Vista Mare Euro 15,00 per persona al giorno | Doppia uso singola Euro 20,00 al giorno | Culla se richiesta all'atto della prenotazione Euro 10,00 al giorno da regolare in loco | Light Lunch Euro 18,00 per persona da richiedere e prenotare in loco | Animali, ammessi di piccola taglia, con divieto di accesso alle aree comuni Euro 10,00 al giorno da regolare in loco",SETTEMBRE ISCHIA - FRONTE MARE - BAMBINI GRATIS - PISCINA INTERNA - SAUNA
